Nr of publication,Cation 1,,Cation 2,,Cation 3,,Cation 4,,Anion 1,,Anion 2,,Pro- motor,Support 1,,Support 2,,,Preparation,"Temperature, K","p(CH4), bar","p(O2), bar",p(CH4)/p(O2),"P total, bar","Contact time, s","X(O2), %","X(CH4), %","S(COx), %","S(C2=), %","S(C2-), %","S(C2), %","Y(C2),%",Basicity,Acidity,Electro-negativity,Anion conductivity,p/n conductivity
,value,mol%,value,mol%,value,mol%,value,mol%,value,mol%,value,mol%,,value,mol%,value,mol%,,,,,,,,,,,,,,,,,,,,
,Na,.5,La,99.5,,,,,,,,,,,,,,104.5,Therm.decomp.,1073,0.30,0.05,6.0,1.0,0.10,100.0,20.0,31.0,,,69.2,13.8,,,,,
,Yb,5.0,Ce,45.0,Sr,50.00,,,,,,,,,,,,110.0,Therm.decomp.,1023,0.14,0.07,2.0,1.0,0.72,90.0,52.6,,,,60.1,31.6,,,,,
,Na,15.0,Mg,85.0,,,,,,,,,,,,,,90.8,Impregnation,1073,0.03,0.01,2.0,1.0,2.17,90.0,39.4,,,,56.8,22.4,,,,,
141,Na,5.8,Ca,94.2,,,,,,,,,,,,,,100.0,n.a.,1013,0.70,0.08,9.3,1.0,0.36,95.0,16.0,,,,76.0,12.2,,,,,
,Li,5.8,Ca,94.2,,,,,,,,,,,,,,96.6,n.a.,1013,0.67,0.07,9.1,1.0,0.36,91.0,16.0,23.0,27.0,41.0,68.0,10.9,,,,,
,K,2.4,Ca,97.6,,,,,,,,,,,,,,197.6,n.a.,1013,0.67,0.07,9.1,1.0,0.25,93.0,15.0,26.0,24.0,42.0,66.0,9.9,,,,,
,Ca,100.0,,,,,,,,,,,,,,,,7.5,n.a.,1040,0.64,0.08,8.2,1.0,0.17,94.0,11.0,45.0,,,55.0,6.1,,,,,
,Pb,7.5,Mg,92.5,,,,,,,,,,,,,,96.2,n.a.,1057,0.64,0.08,8.2,1.0,0.54,98.0,13.0,31.0,,,69.0,9.0,,,,,
,Pb,3.7,Ca,96.3,,,,,,,,,S,,,,,96.4,n.a.,1020,0.64,0.08,8.2,1.0,7.30,99.0,12.0,40.0,,,60.0,7.2,,,,,
,Pb,.1,Si,33.3,Ca,66.60,,,,,,,,,,,,101.8,n.a.,1054,0.64,0.08,8.2,1.0,0.20,94.0,9.0,54.0,,,46.0,4.1,,,,,
,Pb,1.9,K,98.1,,,,,,,,,,,,,,103.7,n.a.,1013,0.64,0.08,8.2,1.0,5.90,95.0,10.0,42.0,,,58.0,5.8,,,,,
,Na,5.6,Ca,94.4,,,,,,,,,,,,,,98.9,n.a.,1013,0.35,0.14,2.4,1.0,0.30,84.0,30.0,,,,56.0,16.8,,,,,
,Li,4.5,Ca,95.5,,,,,,,,,,,,,,96.8,n.a.,1013,0.52,0.06,9.0,1.0,0.36,91.0,16.0,,,,77.0,12.3,,,,,
,Na,1.3,Ca,98.7,,,,,,,,,,,,,,99.9,n.a.,1013,0.52,0.06,9.0,1.0,0.14,80.0,16.0,,,,78.0,12.5,,,,,
,K,1.2,Ca,98.8,,,,,,,,,,,,,,118.8,n.a.,1013,0.52,0.06,9.0,1.0,0.36,98.0,15.0,,,,72.0,10.8,,,,,
,Li,20.0,Mn,80.0,,,,,,,,,Cl,,,,,95.0,n.a.,1023,0.05,0.03,2.0,1.0,0.60,90.0,47.3,,,,64.7,30.6,,,,,
,Na,15.0,Mg,85.0,,,,,,,,,,,,,,87.0,n.a.,1073,0.03,0.01,2.0,1.0,2.17,90.0,39.4,,,,56.8,22.4,,,,,
,K,2.0,Ba,98.0,,,,,,,,,,,,,,113.0,n.a.,1073,0.03,0.01,2.0,1.0,2.17,90.0,48.1,,,,42.0,20.2,,,,,
142,Ca,15.0,Mg,85.0,,,,,,,,,,,,,,86.9,Precipitation,1023,0.13,0.01,9.4,1.0,0.16,,16.9,,,,71.8,12.1,,,,,
143,Ca,1.9,Mg,98.1,,,,,,,,,Cl,,,,,99.2,Impregnation,1073,,,,1.0,0.60,,26.6,,,,59.4,15.8,,,,,
,Pb,1.1,Mg,98.9,,,,,,,,,,,,,,108.0,Impregnation,1073,,,,1.0,0.60,,25.1,,,,64.9,16.3,,,,,
,La,9.1,Mg,90.9,,,,,,,,,,,,,,94.1,Impregnation,1073,,,,1.0,0.06,,29.2,,,,60.3,17.6,,,,,
144,K,3.2,Ni,32.3,Ca,64.50,,,,,,,,,,,,125.4,Therm.decomp.,873,,,,1.0,4.20,,10.0,0.0,38.0,48.0,86.0,8.6,,,,,
145,Mg,28.6,Si,23.8,Li,47.60,,,,,,,,,,,,81.4,n.a.,1023,0.08,0.05,1.7,1.0,0.11,,17.0,,34.0,45.0,79.0,13.4,,,,,
146,Li,10.0,Ca,90.0,,,,,,,,,,,,,,95.0,n.a.,1023,0.03,0.01,1.9,1.0,2.40,,42.0,,34.0,19.0,53.0,22.3,,,,,
,Li,5.0,Ba,5.0,Ca,90.00,,,,,,,,,,,,119.4,n.a.,1023,0.03,0.01,1.9,1.0,2.40,,48.0,,29.0,20.0,49.0,23.5,,,,,
147,La,24.4,Na,75.6,,,,,,,,,,,,,,80.6,n.a.,1023,0.40,0.08,5.0,1.0,0.65,92.0,26.0,22.0,32.0,40.0,72.0,18.7,,,,,
148,Mg,5.0,Sr,5.0,Li,45.00,La,45.00,,,,,,,,,,100.0,n.a.,973,0.13,0.07,2.0,1.0,0.80,,28.0,43.0,26.0,32.0,58.0,16.2,,,,,
,Mg,5.0,Sr,5.0,Li,45.00,Sm,45.00,,,,,,,,,,100.0,n.a.,973,0.13,0.07,2.0,1.0,0.80,,23.0,42.0,30.0,29.0,59.0,13.6,,,,,
,Mg,5.0,Sr,5.0,Li,45.00,Nd,45.00,,,,,,,,,,145.0,n.a.,973,0.13,0.07,2.0,1.0,0.80,,33.0,49.0,19.0,33.0,52.0,17.2,,,,,
149,Li,70.0,Ti,30.0,,,,,,,,,,,,,,,Impregnation,1023,0.32,0.08,4.0,1.0,0.15,,10.0,,,,73.5,7.4,,,,,
,Li,58.0,La,28.0,Ti,14.00,,,,,,,,,,,,,Impregnation,1023,0.32,0.08,4.0,1.0,0.15,,18.6,,,,75.3,14.0,,,,,
,Li,61.1,Ni,19.5,Ti,19.40,,,,,,,,,,,,,Impregnation,1023,0.32,0.08,4.0,1.0,0.15,,18.9,,,,69.7,13.2,,,,,
150,Li,50.0,Mn,50.0,,,,,,,,,Cl,,,,,77.8,n.a.,1023,0.50,0.03,20.0,1.0,0.11,,14.0,10.0,44.0,44.0,88.0,12.3,,,,,
151,K,27.8,Mn,72.2,,,,,,,,,Cl,,,,,105.5,n.a.,1023,0.51,0.10,5.0,1.0,0.15,100.0,29.0,28.0,59.0,13.0,72.0,20.9,,,,,
152,Ba,10.0,La,90.0,,,,,,,,,,,,,,,Therm.decomp.,1073,0.15,0.08,1.9,1.0,0.72,,36.9,,,,32.0,11.8,,,,,
,Ba,33.0,La,67.0,,,,,,,,,,,,,,,Precipitation,1073,0.15,0.08,1.9,1.0,0.72,,39.1,,,,35.0,13.7,,,,,
,Ba,33.0,La,67.0,,,,,,,,,,,,,,,Pyrolysis,1073,0.15,0.08,1.9,1.0,0.72,,38.3,,,,42.5,16.3,,,,,
,La,100.0,,,,,,,,,,,,,,,,,Therm.decomp.,1073,0.15,0.08,1.9,1.0,0.72,,37.6,,,,24.8,9.3,,,,,
,Ba,8.0,Ca,92.0,,,,,,,,,,,,,,,Therm.decomp.,1073,0.15,0.08,1.9,1.0,0.72,,38.8,,,,36.4,14.1,,,,,
153,Li,33.3,Mg,33.3,Nd,33.40,,,,,,,,,,,,91.7,n.a.,1003,0.60,0.40,1.5,1.0,0.78,,62.0,,33.0,18.0,51.0,31.6,,,,,
154,Mn,25.0,Ti,25.0,Li,50.00,,,,,,,S,,,,,102.7,n.a.,1073,0.42,0.17,2.5,1.0,3.60,,37.0,,,,82.0,30.3,,,,,
155,Li,27.7,Mn,72.3,,,,,,,,,B,,,,,172.3,n.a.,1023,0.63,0.38,1.7,1.0,1.20,,42.0,,,,80.0,33.6,,,,,
156,Zr,100.0,,,,,,,,,,,,,,,,50.0,n.a.,1093,0.40,0.10,4.0,1.0,0.01,,18.0,,23.0,20.0,43.0,7.7,,,,,
,Ca,50.0,Zr,50.0,,,,,,,,,,,,,,100.0,n.a.,973,0.40,0.10,4.0,1.0,0.01,,20.0,,30.0,32.0,62.0,12.4,,,,,
,Sr,50.0,Zr,50.0,,,,,,,,,,,,,,100.0,n.a.,1013,0.40,0.10,4.0,1.0,0.01,,21.0,,34.0,34.0,68.0,14.3,,,,,
,Ba,50.0,Zr,50.0,,,,,,,,,,,,,,95.0,n.a.,1093,0.40,0.10,4.0,1.0,0.01,,20.0,,33.0,33.0,66.0,13.2,,,,,
,Zr,45.0,Mg,5.0,Ca,50.00,,,,,,,,,,,,100.0,n.a.,893,0.40,0.10,4.0,1.0,0.01,,19.0,,29.0,33.0,62.0,11.8,,,,,
,Zr,45.0,Mg,5.0,Sr,50.00,,,,,,,,,,,,100.0,n.a.,973,0.40,0.10,4.0,1.0,0.01,,23.0,,33.0,35.0,68.0,15.6,,,,,
,Zr,45.0,Mg,5.0,Ba,50.00,,,,,,,,,,,,80.0,n.a.,1073,0.40,0.10,4.0,1.0,0.01,,22.0,,33.0,32.0,65.0,14.3,,,,,
,Na,25.0,La,25.0,Zr,50.00,,,,,,,,,,,,100.0,n.a.,993,0.40,0.10,4.0,1.0,0.01,,21.0,,33.0,28.0,61.0,12.8,,,,,
,K,25.0,La,25.0,Zr,50.00,,,,,,,,,,,,100.0,n.a.,953,0.40,0.10,4.0,1.0,0.01,,22.0,,31.0,30.0,61.0,13.4,,,,,
,Rb,25.0,La,25.0,Zr,50.00,,,,,,,,,,,,87.8,n.a.,953,0.40,0.10,4.0,1.0,0.01,,23.0,,27.0,31.0,58.0,13.3,,,,,
157,K,12.8,Mn,87.2,,,,,,,,,,,,,,112.2,Impregnation,1023,0.51,0.03,20.3,1.0,0.10,,2.5,4.0,11.0,85.0,96.1,2.4,,,,,
158,Mo,25.0,Na,75.0,,,,,,,,,,,,,,122.8,n.a.,1002,0.54,0.48,1.1,1.0,3.75,90.0,60.0,,,,12.0,7.2,,,,,
159,Mg,47.8,Li,52.2,,,,,,,,,,,,,,79.2,n.a.,1023,0.52,0.12,4.4,1.0,,99.6,17.2,59.0,5.0,36.0,41.0,7.1,,,,,
160,La,27.0,Ca,73.0,,,,,,,,,,,,,,89.7,Therm.decomp.,1013,0.93,0.07,13.3,1.0,0.02,95.0,11.8,,,,76.0,9.0,,,,,
161,Na,16.7,Ca,83.3,,,,,,,,,,,,,,99.4,n.a.,1101,0.40,0.20,2.0,1.0,0.31,,40.0,55.0,10.0,33.0,43.0,17.2,,,,,
162,Fe,100.0,,,,,,,,,,,P,,,,,#VALUE!,n.a.,848,2.70,1.35,2.0,1.0,0.13,,15.0,,,,43.0,6.5,,,,,
163,Na,16.1,Si,16.1,Mn,67.80,,,,,,,Cl,,,,,94.9,n.a.,1048,0.29,0.04,7.8,1.0,3.30,100.0,16.0,,56.0,20.0,76.0,12.2,,,,,
164,Mg,100.0,,,,,,,,,,,,,,,,,Impregnation,1053,0.43,0.16,2.7,1.0,0.04,,9.4,,,,25.0,2.4,,,,,
,Sn,.2,Mg,99.8,,,,,,,,,,,,,,,Impregnation,1053,0.43,0.16,2.7,1.0,0.04,,14.0,,,,31.0,4.3,,,,,
,Sn,.4,Mg,99.6,,,,,,,,,,,,,,,Impregnation,1053,0.43,0.16,2.7,1.0,0.04,,20.0,,,,40.0,8.0,,,,,
,Sn,.8,Mg,99.2,,,,,,,,,,,,,,,Impregnation,1053,0.43,0.16,2.7,1.0,0.04,,24.0,,,,31.0,7.4,,,,,
,Sn,2.6,Mg,97.4,,,,,,,,,,,,,,,Impregnation,1053,0.43,0.16,2.7,1.0,0.04,,22.0,,,,26.0,5.7,,,,,
,Sn,100.0,,,,,,,,,,,,,,,,,Impregnation,1053,0.43,0.16,2.7,1.0,0.04,,16.5,,,,4.0,0.7,,,,,
,Pb,.2,Mg,99.8,,,,,,,,,,,,,,,Impregnation,1053,0.43,0.16,2.7,1.0,0.04,,12.8,,,,42.6,5.5,,,,,
,Pb,.4,Mg,99.6,,,,,,,,,,,,,,,Impregnation,1053,0.43,0.16,2.7,1.0,0.04,,13.1,,,,51.0,6.7,,,,,
,Pb,.8,Mg,99.2,,,,,,,,,,,,,,,Impregnation,1053,0.43,0.16,2.7,1.0,0.04,,13.9,,,,46.0,6.4,,,,,
,Pb,2.6,Mg,97.4,,,,,,,,,,,,,,,Impregnation,1053,0.43,0.16,2.7,1.0,0.04,,10.8,,,,38.0,4.1,,,,,
,Pb,4.4,Mg,95.6,,,,,,,,,,,,,,,Impregnation,1053,0.43,0.16,2.7,1.0,0.04,,10.4,,,,20.0,2.1,,,,,
,Pb,7.3,Mg,92.7,,,,,,,,,,,,,,,Impregnation,1053,0.43,0.16,2.7,1.0,0.04,,10.5,,,,20.0,2.1,,,,,
165,Mg,100.0,,,,,,,,,,,,,,,,,Therm.decomp.,973,0.75,0.25,3.0,1.0,0.05,100.0,21.9,,11.1,13.7,24.8,5.4,,,,,
,Li,.2,Mg,99.6,,,,,C,.2,,,,,,,,,Impregnation,973,0.75,0.25,3.0,1.0,0.05,94.2,29.8,,17.3,41.5,58.8,17.5,,,,,
,Li,2.0,Mg,96.0,,,,,C,2.0,,,,,,,,,Impregnation,973,0.75,0.25,3.0,1.0,0.05,63.9,22.1,,24.7,38.1,62.8,13.9,,,,,
,Li,5.0,Mg,90.0,,,,,C,5.0,,,,,,,,,Impregnation,973,0.75,0.25,3.0,1.0,0.05,27.8,11.8,,16.2,36.8,53.0,6.3,,,,,
166,Ni,50.0,Ti,50.0,,,,,,,,,,,,,,,Impregnation,1073,0.27,0.13,2.1,1.0,0.40,,4.9,,,,59.5,2.9,,,,,
,Na,1.6,Ni,49.2,Ti,49.20,,,,,,,,,,,,,Impregnation,1073,0.27,0.13,2.1,1.0,0.40,,22.0,,,,38.0,8.4,,,,,
,Na,1.6,Ni,49.2,Ti,49.20,,,,,,,,,,,,,Impregnation,1123,0.27,0.13,2.1,1.0,0.40,,39.0,,,,41.3,16.1,,,,,
,Na,22.0,Ni,39.0,Ti,39.00,,,,,,,,,,,,,Impregnation,1023,0.32,0.08,4.0,1.0,0.40,,12.7,,,,60.1,7.6,,,,,
,Na,22.0,Ni,39.0,Ti,39.00,,,,,,,,,,,,,Impregnation,1073,0.32,0.08,4.0,1.0,0.40,,22.1,,,,61.5,13.6,,,,,
,Li,.5,Ni,49.5,Ti,50.00,,,,,,,,,,,,,Impregnation,1073,0.27,0.13,2.1,1.0,0.40,,20.1,,,,49.1,9.9,,,,,
,Li,.5,Ni,49.5,Ti,50.00,,,,,,,,,,,,,Impregnation,1123,0.27,0.13,2.1,1.0,0.40,,35.5,,,,47.0,16.7,,,,,
,Li,9.0,Ni,41.0,Ti,50.00,,,,,,,,,,,,,Impregnation,1023,0.32,0.08,4.0,1.0,0.40,,18.9,,,,69.7,13.2,,,,,
,Li,9.0,Ni,41.0,Ti,50.00,,,,,,,,,,,,,Impregnation,1073,0.27,0.13,2.1,1.0,0.40,,38.2,,,,46.6,17.8,,,,,
167,Na,66.7,,,,,,,C,33.3,,,,,,,,,Therm.decomp.,1048,0.50,0.09,5.5,1.0,0.38,10.0,5.3,,,,47.8,2.5,,,,,
,La,100.0,,,,,,,,,,,,,,,,,Therm.decomp.,1048,0.50,0.09,5.5,1.0,0.38,99.0,25.1,,,,46.2,11.6,,,,,
,Ce,100.0,,,,,,,,,,,,,,,,,Therm.decomp.,1048,0.50,0.09,5.5,1.0,0.38,100.0,13.7,,,,1.2,0.2,,,,,
,Yb,100.0,,,,,,,,,,,,,,,,,Therm.decomp.,1048,0.50,0.09,5.5,1.0,0.38,83.0,20.1,,,,40.3,8.1,,,,,
,Na,4.0,La,92.0,,,,,C,4.0,,,,,,,,,Impregnation,1048,0.50,0.09,5.5,1.0,0.38,73.0,21.8,,,,56.8,12.4,,,,,
,Na,4.0,Ce,92.0,,,,,C,4.0,,,,,,,,,Impregnation,1048,0.50,0.09,5.5,1.0,0.38,81.0,21.7,,,,52.7,11.4,,,,,
,Na,4.0,Yb,92.0,,,,,C,4.0,,,,,,,,,Impregnation,1048,0.50,0.09,5.5,1.0,0.38,81.0,21.9,,,,52.3,11.5,,,,,
168,Zr,100.0,,,,,,,,,,,,,,,,,Therm.decomp.,1023,0.88,0.13,7.0,1.0,4.20,,11.0,,,,5.0,0.6,,,,,
,Na,30.7,Zr,69.3,,,,,,,,,,,,,,,Impregnation,1023,0.88,0.13,7.0,1.0,4.20,,16.0,,,,43.5,7.0,,,,,
,K,22.5,Zr,77.5,,,,,,,,,,,,,,,Impregnation,1023,0.88,0.13,7.0,1.0,4.20,,16.0,,,,37.3,6.0,,,,,
,Li,47.6,Zr,52.4,,,,,,,,,,,,,,,Impregnation,1023,0.88,0.13,7.0,1.0,4.20,,15.0,,,,28.2,4.2,,,,,
169,Mn,11.0,Na,20.5,Si,68.50,,,,,,,Cl,,,,,95.3,n.a.,1023,0.67,0.33,2.0,1.0,3.30,100.0,52.0,43.0,44.0,5.0,49.0,25.5,,,,,
170,Li,6.3,Mg,93.7,,,,,,,,,,,,,,143.7,n.a.,1057,0.59,0.09,7.0,1.0,0.72,,17.0,,,,74.0,12.6,,,,,
171,Pb,50.0,,,,,,,,,,,,Si,50.0,,,62.5,n.a.,1104,0.83,0.04,23.1,1.0,2.12,99.0,9.0,12.0,34.0,42.0,76.0,6.8,,,,,
172,Li,12.5,Ti,87.5,,,,,,,,,Cl,,,,,107.5,n.a.,1033,0.05,0.02,2.6,1.0,0.65,,34.0,,59.0,0.0,59.0,20.1,,,,,
,Li,20.0,Mn,80.0,,,,,,,,,Cl,,,,,81.3,n.a.,1033,0.05,0.02,2.6,1.0,0.65,,41.0,,68.0,0.0,68.0,27.9,,,,,
173,Ca,1.3,,,,,,,,,,,Cl,Al,98.7,,,100.0,n.a.,973,0.10,0.05,2.0,1.0,3.10,,52.0,48.0,48.0,3.0,51.0,26.5,,,,,
,Sr,1.3,,,,,,,,,,,Cl,Al,98.7,,,100.0,n.a.,1023,0.10,0.05,2.0,1.0,4.60,,49.0,56.0,42.0,2.0,44.0,21.6,,,,,
,Ba,1.3,,,,,,,,,,,Cl,Al,98.7,,,#VALUE!,n.a.,1023,0.10,0.05,2.0,1.0,4.60,,49.0,56.0,41.0,3.0,44.0,21.6,,,,,
174,Na,45.8,Ag,40.3,Cu,13.90,,,,,,,Cl,,,,,107.4,n.a.,1023,0.32,0.08,4.0,1.0,0.50,,24.0,,60.0,5.0,65.0,15.6,,,,,
,Na,53.2,Ag,46.8,,,,,,,,,Cl,,,,,115.6,n.a.,1023,0.32,0.08,4.0,1.0,0.50,,21.0,,53.0,7.0,60.0,12.6,,,,,
,Mn,68.8,Ag,31.2,,,,,,,,,Cl,,,,,64.5,n.a.,1023,0.32,0.08,4.0,1.0,0.50,,13.0,,49.0,14.0,63.0,8.2,,,,,
175,Li,33.3,Ni,33.3,Mg,33.40,,,,,,,,,,,,100.0,n.a.,953,0.34,0.17,2.0,1.0,0.12,,36.1,,,,59.0,21.3,,,,,
,Na,33.3,La,33.3,Mg,33.40,,,,,,,,,,,,67.3,n.a.,953,0.34,0.17,2.0,1.0,0.12,,34.2,,,,51.1,17.5,,,,,
176,Co,.6,Sr,2.1,,,,,,,,,Cl,Al,97.3,,,#VALUE!,n.a.,923,0.13,0.06,2.2,1.0,2.40,,33.0,,,,68.3,22.5,,,,,
177,Na,5.0,Mn,18.0,,,,,Cl,5.0,,,,Si,72.0,,,,Sol-gel,1023,0.67,0.33,2.0,1.0,3.00,46.5,19.3,,,,40.8,7.9,,,,,
,Na,5.0,Mn,18.0,,,,,Cl,5.0,,,Cl,Si,72.0,,,,Sol-gel,1023,0.67,0.33,2.0,1.0,3.00,100.0,48.2,,,,50.4,24.3,,,,,
,Na,5.0,Mn,18.0,Fe,3.00,,,Cl,5.0,,,,Si,69.0,,,,Sol-gel,1023,0.67,0.33,2.0,1.0,3.00,100.0,49.0,,42.4,4.1,46.5,22.8,,,,,
,Si,50.0,,,,,,,C,50.0,,,,,,,,,n.a.,1023,0.67,0.33,2.0,1.0,3.00,16.4,5.1,,2.8,17.0,19.8,1.0,,,,,
178,Sr,2.0,,,,,,,Cl,4.0,,,,Al,94.0,,,,Impregnation,923,0.09,0.04,2.2,1.0,2.40,,7.5,,,,61.0,4.6,,,,,
,Co,1.0,Sr,4.0,,,,,Cl,8.0,,,,Al,87.0,,,,Impregnation,923,0.09,0.04,2.2,1.0,2.40,,33.0,,,,65.0,21.5,,,,,
,Ni,1.0,Sr,4.0,,,,,Cl,8.0,,,,Al,87.0,,,,Impregnation,923,0.09,0.04,2.2,1.0,2.16,,22.0,,,,70.0,15.4,,,,,
,Fe,1.0,Sr,4.0,,,,,Cl,8.0,,,,Al,87.0,,,,Impregnation,923,0.09,0.04,2.2,1.0,2.27,,6.9,,,,16.0,1.1,,,,,
,Cu,1.0,Sr,4.0,,,,,Cl,8.0,,,,Al,87.0,,,,Impregnation,923,0.09,0.04,2.2,1.0,2.47,,21.0,,,,4.7,1.0,,,,,
,Co,1.0,,,,,,,,,,,,Al,99.0,,,,Impregnation,923,0.10,0.05,1.9,1.0,6.10,,19.0,,,,3.0,0.6,,,,,
,Co,1.0,Ba,4.0,,,,,Cl,8.0,,,,Al,87.0,,,,Impregnation,923,0.09,0.04,2.2,1.0,4.80,,24.0,,,,32.0,7.7,,,,,
,Co,1.0,Sr,4.0,,,,,C,8.0,,,,Al,87.0,,,,Impregnation,923,0.09,0.04,2.2,1.0,4.80,,20.0,,,,3.4,0.7,,,,,
,Rh,1.0,Sr,8.0,,,,,Cl,16.0,,,,Al,75.0,,,,Impregnation,1023,0.09,0.04,2.2,1.0,4.56,,36.0,,,,51.0,18.4,,,,,
,Pd,1.0,Sr,8.0,,,,,Cl,16.0,,,,Al,75.0,,,,Impregnation,943,0.10,0.05,1.9,1.0,4.56,,18.0,,,,30.0,5.4,,,,,
,Co,1.0,Sr,4.0,,,,,C,8.0,,,Cl,Al,87.0,,,,Impregnation,973,0.09,0.04,2.2,1.0,4.00,,23.0,,,,54.0,12.4,,,,,
,Sr,2.0,,,,,,,Cl,4.0,,,Cl,Al,94.0,,,,Impregnation,923,0.09,0.04,2.2,1.0,6.00,,8.9,,,,67.0,6.0,,,,,
,Co,1.0,Sr,4.0,,,,,Cl,8.0,,,Cl,Al,87.0,,,,Impregnation,923,0.09,0.04,2.2,1.0,4.70,,26.0,,,,55.0,14.3,,,,,
179,Fe,50.0,,,,,,,P,50.0,,,,,,,,,Therm.decomp.,998,0.75,0.25,3.0,1.0,6.80,,8.5,,,,35.0,3.0,,,,,
180,Dy,1.0,Li,19.8,Mg,79.20,,,,,,,,,,,,107.0,Therm.decomp.,893,0.29,0.10,2.8,1.0,10.00,,29.4,49.0,12.0,39.0,50.7,14.9,,,,,
181,Y,8.0,Zr,92.0,,,,,,,,,,,,,,109.6,Therm.decomp.,1373,0.01,0.01,1.0,1.0,182.50,90.0,54.3,,,,21.6,11.7,,,,,
182,Li,17.6,Pr,82.4,,,,,,,,,,,,,,97.4,Therm.decomp.,1023,0.81,0.13,6.1,1.0,0.11,95.0,16.0,,,,65.0,10.4,,,,,
183,Mn,15.0,Na,3.4,,,,,,,,,,Si,81.6,,,95.0,Impregnation,1073,0.22,0.04,5.0,1.0,6.43,,11.9,30.0,,,70.0,8.3,,,,,
,Pb,10.0,Na,1.7,,,,,,,,,,Si,88.3,,,100.0,Impregnation,1073,0.22,0.04,5.0,1.0,6.43,,11.0,20.0,,,80.0,8.8,,,,,
,Pb,10.0,Na,1.7,,,,,Cl,1.7,,,,Si,86.6,,,120.0,Impregnation,1023,0.22,0.04,5.0,1.0,6.43,,9.7,13.0,,,87.0,8.4,,,,,
184,Ca,30.0,Ce,70.0,,,,,,,,,,,,,,155.0,Precipitation,1013,0.84,0.16,5.3,1.0,0.36,95.0,14.8,79.0,,,20.9,3.1,,,,,
185,La,85.0,Ba,15.0,,,,,,,,,,,,,,115.0,n.a.,1023,0.40,0.20,2.0,1.0,0.18,,42.0,,,,43.0,18.1,,,,,
186,Sm,100.0,,,,,,,,,,,Cl,,,,,75.0,n.a.,1023,0.30,0.15,2.0,1.0,0.10,,44.0,,36.0,3.0,39.0,17.2,,,,,
187,Li,75.0,,,,,,,P,25.0,,,,,,,,43.6,Precipitation,1048,0.27,0.03,8.1,1.0,1.20,,6.0,22.0,19.0,55.0,74.0,4.4,,,,,
188,Na,18.6,Ca,1.3,,,,,,,,,,Mg,26.7,Al,53.4,152.0,Impregnation,1073,0.51,0.11,4.8,1.0,0.61,78.3,20.0,40.0,,,58.0,11.6,,,,,
189,Sm,70.6,,,,,,,Cl,29.4,,,,,,,,49.4,Therm.decomp.,993,0.20,0.10,2.0,1.0,1.20,91.0,34.5,,,,24.8,8.6,,,,,
190,Y,20.0,La,80.0,,,,,,,,,,,,,,103.7,Precipitation,1023,0.14,0.07,2.0,1.0,0.80,99.0,25.4,84.0,7.0,9.0,15.7,4.0,,,,,
191,Li,23.7,Pb,4.1,Ca,72.20,,,,,,,,,,,,109.6,Precipitation,973,0.13,0.07,2.0,1.0,3.60,42.0,37.0,,,,22.7,8.4,,,,,
192,Sr,33.3,Y,66.7,,,,,,,,,,,,,,75.8,Therm.decomp.,1051,0.92,0.09,10.0,1.0,0.02,92.0,14.7,23.0,,,77.4,11.4,,,,,
,Sr,9.1,Y,90.9,,,,,,,,,,,,,,124.2,Impregnation,1059,0.92,0.09,10.0,1.0,0.02,94.5,14.6,26.0,,,74.9,10.9,,,,,
,Ba,33.3,Y,66.7,,,,,,,,,,,,,,166.7,Therm.decomp.,1045,0.92,0.09,10.0,1.0,0.02,94.3,14.7,23.0,,,76.7,11.3,,,,,
,Sr,100.0,,,,,,,,,,,,,,,,100.0,n.a.,1141,0.91,0.09,10.0,1.0,0.02,88.0,13.0,30.0,46.0,24.0,70.0,9.1,,,,,
,Ba,100.0,,,,,,,,,,,,,,,,100.0,n.a.,1129,0.91,0.09,10.0,1.0,0.02,68.0,11.0,27.0,45.0,29.0,74.0,8.1,,,,,
,Y,100.0,,,,,,,,,,,,,,,,100.0,n.a.,1080,0.91,0.09,10.0,1.0,0.02,87.0,13.0,32.0,41.0,26.0,67.0,8.7,,,,,
,La,100.0,,,,,,,,,,,,,,,,33.3,n.a.,1032,0.91,0.09,10.0,1.0,0.02,100.0,14.0,30.0,30.0,40.0,70.0,9.8,,,,,
,Ca,33.3,Y,66.7,,,,,,,,,,,,,,100.0,n.a.,1099,0.91,0.09,10.0,1.0,0.02,75.0,11.0,31.0,42.0,27.0,69.0,7.6,,,,,
,Sr,33.3,Y,66.7,,,,,,,,,,,,,,100.0,n.a.,1051,0.91,0.09,10.0,1.0,0.02,92.0,15.0,23.0,41.0,36.0,77.0,11.6,,,,,
,Ba,33.3,Y,66.7,,,,,,,,,,,,,,100.0,n.a.,1045,0.91,0.09,10.0,1.0,0.02,94.0,15.0,24.0,39.0,38.0,77.0,11.6,,,,,
,Sr,33.3,Th,66.7,,,,,,,,,,,,,,100.0,n.a.,1080,0.91,0.09,10.0,1.0,0.02,74.0,12.0,25.0,37.0,38.0,75.0,9.0,,,,,
,Sr,33.3,La,66.7,,,,,,,,,,,,,,75.8,n.a.,1032,0.91,0.09,10.0,1.0,0.02,100.0,15.0,22.0,34.0,44.0,78.0,11.7,,,,,
193,Li,9.1,Mg,90.9,,,,,,,,,,,,,,124.2,n.a.,1023,0.89,0.11,8.0,1.0,0.18,,20.0,,,,79.0,15.8,,,,,
